city,size_sqm,rooms,age_years,floor,has_balcony,has_parking,has_elevator,distance_cbd_km,district_score,price_per_sqm,total_price_eur,monthly_rent_eur,city_encoded
Berlin,92.7,3,24,0,0,0,0,1.95,9.41,6125.87,567600.0,2027.0,0
Frankfurt,68.9,2,12,5,0,0,1,14.88,3.63,6103.23,420700.0,1503.0,3
Berlin,49.3,2,50,8,1,0,1,7.99,8.91,5752.8,283800.0,1014.0,0
Cologne,105.8,4,57,9,0,1,1,0.66,3.55,6137.82,649100.0,2318.0,1
Frankfurt,50.9,2,33,10,0,0,1,5.33,8.25,7457.97,379500.0,1355.0,3
Cologne,115.7,4,34,11,1,0,1,1.88,2.88,6315.15,730700.0,2610.0,1
Berlin,67.9,2,2,0,1,0,0,1.78,3.64,5500.37,373400.0,1334.0,0
Berlin,114.8,4,58,4,1,0,1,22.59,2.73,2507.03,287700.0,1028.0,0
Cologne,92.0,3,69,8,0,1,1,11.47,3.38,5262.24,484000.0,1729.0,1
Berlin,71.6,2,47,8,0,0,1,9.53,8.51,4959.09,354900.0,1268.0,0
Berlin,62.0,2,63,0,1,0,0,2.18,6.75,4900.19,303900.0,1085.0,0
Berlin,66.5,2,18,7,1,0,1,1.01,4.65,6068.31,403400.0,1441.0,0
Leipzig,85.7,3,66,0,1,0,0,16.37,9.74,2822.14,241900.0,864.0,5
Cologne,76.9,3,72,7,0,1,1,0.5,5.18,5778.46,444500.0,1588.0,1
Munich,60.2,2,75,0,1,0,0,3.93,9.73,9787.52,588800.0,2103.0,6
Munich,70.9,2,4,11,1,0,1,2.6,2.77,10627.11,753000.0,2689.0,6
Munich,77.0,3,66,4,1,1,1,6.76,9.14,10393.63,799900.0,2857.0,6
Cologne,25.0,1,10,7,1,0,1,2.31,1.12,6324.15,158100.0,565.0,1
Cologne,86.5,3,67,5,1,1,1,2.98,5.91,6071.53,524900.0,1875.0,1
Berlin,50.5,2,68,8,1,0,1,15.18,4.81,4928.08,248900.0,889.0,0
Berlin,46.2,2,0,0,1,0,0,7.39,5.73,6396.9,295300.0,1055.0,0
Berlin,32.8,1,62,8,0,1,1,1.26,5.98,6475.69,212500.0,759.0,0
Cologne,30.2,1,28,0,1,1,0,10.37,4.5,6376.61,192300.0,687.0,1
Cologne,41.1,1,11,9,1,0,1,1.86,9.98,7968.52,327600.0,1170.0,1
Munich,57.3,2,76,9,0,0,1,4.54,9.79,10688.98,612200.0,2186.0,6
Berlin,123.8,4,40,2,1,0,0,8.32,9.66,5993.73,742200.0,2651.0,0
Berlin,61.9,2,1,0,0,0,0,2.54,9.81,7537.07,466200.0,1665.0,0
Leipzig,79.4,3,36,2,1,0,0,3.88,8.14,3109.57,247000.0,882.0,5
Munich,85.0,3,44,11,1,1,1,10.6,9.9,11026.29,937400.0,3348.0,6
Cologne,78.3,3,79,10,1,0,1,22.23,9.03,4854.99,380000.0,1357.0,1
Hamburg,73.1,2,47,1,1,0,0,6.03,4.74,6829.6,499000.0,1782.0,4
Frankfurt,45.1,2,23,1,0,0,0,0.5,8.06,8044.76,363000.0,1296.0,3
Munich,111.3,4,21,8,1,0,1,3.31,9.21,10633.61,1183200.0,4226.0,6
Berlin,120.2,4,10,7,1,1,1,4.07,7.41,7132.41,857200.0,3061.0,0
Hamburg,32.9,1,57,0,1,0,0,3.31,4.81,6935.5,228400.0,816.0,4
Cologne,49.4,2,45,11,1,0,1,4.59,1.59,5290.36,261300.0,933.0,1
Hamburg,68.0,2,28,3,1,1,0,8.01,8.29,7940.26,540000.0,1928.0,4
Hamburg,50.9,2,34,0,1,0,0,1.03,9.57,9142.74,465200.0,1662.0,4
Berlin,87.6,3,14,0,1,0,0,2.55,4.26,5643.34,494600.0,1767.0,0
Leipzig,56.8,2,59,11,0,0,1,5.67,2.37,2730.18,155100.0,554.0,5
Stuttgart,129.1,4,41,11,1,1,1,3.03,3.94,7330.77,946600.0,3381.0,7
Munich,104.8,3,42,3,0,1,0,37.76,6.24,7671.53,803700.0,2870.0,6
Leipzig,80.3,3,79,1,0,0,0,4.52,3.85,2124.83,170700.0,609.0,5
Hamburg,100.7,3,73,2,1,0,0,16.31,6.5,5694.37,573300.0,2047.0,4
Hamburg,102.6,3,48,10,0,1,1,18.15,9.7,6424.56,659500.0,2355.0,4
Cologne,60.9,2,63,8,0,0,1,14.46,7.04,4750.79,289300.0,1033.0,1
Stuttgart,54.6,2,31,1,1,0,0,0.5,4.26,5858.48,319800.0,1142.0,7
Hamburg,77.0,3,63,3,0,1,0,23.61,9.42,5804.44,446700.0,1595.0,4
Berlin,96.5,3,1,0,1,0,0,1.1,6.09,6848.87,661200.0,2361.0,0
Munich,78.5,3,23,1,1,0,0,0.5,2.16,9908.75,777600.0,2777.0,6
Düsseldorf,35.6,1,65,4,0,1,1,4.28,5.49,5347.8,190200.0,679.0,2
Munich,54.9,2,37,9,1,0,1,1.73,6.88,10777.81,592000.0,2114.0,6
Munich,73.2,2,30,0,1,0,0,1.63,8.54,11928.29,872600.0,3116.0,6
Frankfurt,73.1,2,25,10,1,0,1,2.72,9.43,9899.68,723700.0,2585.0,3
Frankfurt,124.3,4,28,6,0,0,1,2.28,3.86,7170.13,891300.0,3183.0,3
Hamburg,40.4,1,66,3,0,0,0,9.24,2.4,4862.72,196200.0,701.0,4
Leipzig,87.6,3,77,5,0,0,1,1.65,1.66,2258.01,197900.0,707.0,5
Munich,112.2,4,24,7,0,1,1,6.27,7.65,11840.61,1328800.0,4746.0,6
Berlin,131.8,4,47,5,1,1,1,34.4,8.16,2981.81,393000.0,1403.0,0
Berlin,64.9,2,64,1,1,0,0,4.53,4.68,4289.64,278400.0,994.0,0
Düsseldorf,87.3,3,52,0,0,1,0,8.21,4.56,5567.0,485900.0,1735.0,2
Hamburg,89.2,3,66,7,0,1,1,27.89,9.59,5970.46,532800.0,1903.0,4
Munich,79.9,3,17,7,1,1,1,1.18,9.25,11989.66,957800.0,3421.0,6
Stuttgart,72.5,2,8,8,1,0,1,4.34,3.1,6983.43,506500.0,1809.0,7
Düsseldorf,85.9,3,37,5,0,1,1,15.19,8.03,6364.51,546700.0,1953.0,2
Stuttgart,25.0,1,20,11,0,0,1,21.54,6.6,5729.17,143200.0,512.0,7
Düsseldorf,92.1,3,64,0,0,0,0,7.36,2.39,3695.37,340200.0,1215.0,2
Munich,78.2,3,20,8,1,0,1,1.24,4.21,10807.65,844700.0,3017.0,6
Cologne,69.4,2,26,11,0,1,1,18.54,2.6,5175.98,359400.0,1284.0,1
Frankfurt,126.2,4,69,2,0,0,0,1.53,3.66,4942.8,623600.0,2227.0,3
Stuttgart,58.1,2,43,10,1,0,1,3.48,6.54,7387.58,429400.0,1534.0,7
Cologne,64.9,2,27,5,0,1,1,3.77,4.38,6827.11,443200.0,1583.0,1
Cologne,124.8,4,44,9,0,1,1,4.74,4.55,5806.55,724600.0,2588.0,1
Hamburg,54.2,2,16,9,0,1,1,12.49,5.86,7349.44,398300.0,1423.0,4
Berlin,61.2,2,39,10,0,0,1,12.96,1.79,3883.31,237800.0,849.0,0
Hamburg,71.3,2,2,11,0,0,1,10.17,7.65,7977.51,569000.0,2032.0,4
Leipzig,96.0,3,75,8,0,1,1,0.5,4.62,3205.87,307800.0,1099.0,5
Düsseldorf,80.2,3,75,10,1,0,1,6.66,5.32,6544.29,524800.0,1874.0,2
Berlin,42.7,1,65,2,0,1,0,11.01,9.77,5222.29,222900.0,796.0,0
Berlin,61.7,2,45,4,0,0,1,4.7,4.1,3682.98,227200.0,812.0,0
Berlin,59.8,2,29,4,0,1,1,23.19,6.83,5078.91,303800.0,1085.0,0
Cologne,73.1,2,68,9,1,0,1,13.89,4.53,5690.18,415800.0,1485.0,1
Stuttgart,85.6,3,8,6,0,0,1,8.13,9.05,7807.59,668700.0,2388.0,7
Munich,85.5,3,10,3,1,1,0,0.52,8.62,12654.5,1081400.0,3845.0,6
Frankfurt,30.6,1,68,10,0,0,1,8.45,3.17,6605.55,202100.0,722.0,3
Stuttgart,101.6,3,65,3,0,0,0,19.41,7.23,5262.8,534700.0,1910.0,7
Cologne,81.3,3,30,6,1,1,1,3.82,1.59,6585.58,535500.0,1913.0,1
Hamburg,109.6,4,32,8,1,0,1,14.57,9.67,8143.19,892600.0,3188.0,4
Hamburg,86.1,3,38,10,1,0,1,3.01,4.14,7658.95,659500.0,2355.0,4
Frankfurt,102.5,3,45,3,1,0,0,6.75,8.49,6518.27,668300.0,2387.0,3
Munich,86.7,3,36,3,0,0,0,8.36,3.87,8531.27,739400.0,2641.0,6
Hamburg,108.7,4,59,5,1,0,1,9.07,6.69,6089.27,661600.0,2363.0,4
Cologne,88.1,3,30,5,1,1,1,17.13,9.85,4877.35,429500.0,1534.0,1
Düsseldorf,72.6,2,10,6,1,1,1,2.14,8.89,8048.35,583900.0,2085.0,2
Hamburg,131.8,4,1,0,1,0,0,2.43,2.44,8172.32,1077200.0,3847.0,4
Cologne,97.2,3,26,10,0,0,1,9.74,5.93,5053.88,491400.0,1755.0,1
Berlin,89.3,3,1,2,1,1,0,1.56,4.14,7034.64,628500.0,2245.0,0
Frankfurt,43.1,1,20,8,0,1,1,4.99,4.91,8461.65,364600.0,1302.0,3
Berlin,42.8,1,57,5,1,0,1,0.5,4.02,5516.98,236100.0,843.0,0
Munich,82.3,3,4,5,1,1,1,1.22,4.02,12198.55,1004200.0,3586.0,6
Cologne,78.6,3,51,4,1,1,1,9.09,5.88,5785.21,454900.0,1625.0,1
Leipzig,59.6,2,44,10,0,0,1,11.01,2.73,3655.13,218000.0,779.0,5
Berlin,78.5,3,19,2,0,0,0,0.98,5.84,5734.47,450300.0,1608.0,0
Frankfurt,114.7,4,60,10,0,0,1,2.07,3.51,7152.57,820500.0,2930.0,3
Stuttgart,92.4,3,37,4,0,1,1,0.83,3.6,6682.54,617400.0,2205.0,7
Munich,46.5,2,19,0,1,1,0,4.54,7.65,10540.89,489900.0,1750.0,6
Hamburg,72.2,2,24,2,0,1,0,1.08,1.27,6105.71,440900.0,1575.0,4
Cologne,54.9,2,1,3,0,0,0,4.6,4.43,6402.28,351300.0,1255.0,1
Hamburg,65.3,2,31,4,1,1,1,10.54,4.67,8023.61,524000.0,1871.0,4
Berlin,64.7,2,25,9,1,1,1,9.2,5.37,6376.32,412300.0,1472.0,0
Munich,63.1,2,69,8,0,1,1,2.63,7.02,10643.52,671200.0,2397.0,6
Stuttgart,43.6,1,40,3,1,0,0,8.96,4.33,4899.42,213700.0,763.0,7
Hamburg,71.8,2,66,2,0,1,0,21.02,2.92,4923.09,353500.0,1263.0,4
Berlin,61.0,2,0,9,1,0,1,3.42,8.96,6242.47,380700.0,1360.0,0
Cologne,25.0,1,50,0,1,1,0,3.19,9.83,5896.47,147400.0,526.0,1
Berlin,126.3,4,4,9,0,1,1,6.78,1.18,6632.65,837900.0,2992.0,0
Cologne,102.2,3,12,5,0,0,1,2.25,5.92,6579.18,672500.0,2402.0,1
Munich,65.6,2,18,6,1,1,1,8.43,4.08,10726.28,703600.0,2513.0,6
Leipzig,75.5,3,11,9,0,0,1,14.28,3.49,3626.38,273700.0,977.0,5
Munich,45.7,2,47,7,1,1,1,4.92,4.02,10825.17,494800.0,1767.0,6
Munich,117.4,4,24,11,1,0,1,9.1,6.75,10646.23,1249800.0,4464.0,6
Berlin,122.4,4,56,0,0,1,0,8.44,2.72,4357.37,533500.0,1905.0,0
Munich,78.9,3,34,11,1,1,1,0.5,9.22,12079.13,953300.0,3404.0,6
Düsseldorf,100.6,3,75,3,1,0,0,1.62,5.2,4586.23,461300.0,1648.0,2
Leipzig,79.4,3,4,10,1,0,1,17.92,3.93,3373.2,267800.0,956.0,5
Munich,41.6,1,21,4,0,0,1,22.36,7.89,9617.12,399900.0,1428.0,6
Frankfurt,64.7,2,76,1,1,0,0,12.13,1.15,4783.17,309500.0,1105.0,3
Cologne,78.3,3,56,0,0,0,0,20.33,4.89,3295.53,258000.0,922.0,1
Düsseldorf,63.6,2,46,7,0,1,1,2.92,4.2,6828.99,434600.0,1552.0,2
Hamburg,69.5,2,53,5,1,1,1,2.28,4.04,7426.41,516400.0,1844.0,4
Frankfurt,72.7,2,2,4,0,1,1,3.88,4.03,8482.78,616800.0,2203.0,3
Frankfurt,73.0,2,52,8,0,0,1,0.5,1.28,5771.83,421200.0,1504.0,3
Cologne,76.3,3,30,10,1,1,1,13.28,2.37,5872.98,448100.0,1601.0,1
Berlin,48.5,2,68,10,1,1,1,33.17,2.28,2195.22,106400.0,380.0,0
Hamburg,57.1,2,32,1,1,0,0,13.9,9.9,7100.88,405300.0,1447.0,4
Munich,42.9,1,71,9,0,0,1,6.48,1.2,7947.83,340800.0,1217.0,6
Stuttgart,99.4,3,49,11,0,0,1,2.8,2.5,6658.44,662200.0,2365.0,7
Berlin,25.0,1,15,7,1,1,1,1.76,9.77,8834.95,220900.0,789.0,0
Hamburg,103.8,3,75,10,1,0,1,3.62,6.65,6969.53,723700.0,2585.0,4
Frankfurt,109.7,4,76,9,1,1,1,8.8,5.06,6890.25,755600.0,2698.0,3
Hamburg,67.4,2,38,8,0,0,1,4.74,1.71,7110.84,479600.0,1713.0,4
Berlin,25.0,1,45,0,1,1,0,21.75,7.03,4777.82,119400.0,427.0,0
Hamburg,66.0,2,46,6,0,0,1,15.41,2.24,5416.05,357300.0,1276.0,4
Hamburg,73.4,2,43,7,1,1,1,0.86,7.04,8523.11,625600.0,2234.0,4
Hamburg,49.7,2,8,2,0,0,0,1.13,9.81,9617.9,478300.0,1708.0,4
Hamburg,62.1,2,49,3,1,0,0,9.02,5.79,6088.91,378200.0,1351.0,4
Cologne,113.3,4,76,2,0,1,0,2.1,2.93,4335.37,491000.0,1754.0,1
Stuttgart,91.6,3,59,6,1,1,1,12.52,6.63,6769.79,620300.0,2215.0,7
Munich,51.9,2,14,8,0,0,1,7.16,5.62,11797.66,612100.0,2186.0,6
Stuttgart,35.1,1,35,2,1,0,0,2.09,5.8,6812.88,238900.0,853.0,7
Frankfurt,66.8,2,62,5,1,0,1,5.21,5.3,5997.9,400800.0,1431.0,3
Berlin,69.7,2,68,7,1,0,1,4.17,7.06,5726.25,398900.0,1425.0,0
Berlin,87.4,3,79,5,0,0,1,16.52,6.15,3382.1,295600.0,1056.0,0
Munich,61.6,2,40,1,1,1,0,0.5,9.88,11694.63,720600.0,2574.0,6
Stuttgart,87.8,3,73,6,1,1,1,18.09,8.43,5048.71,443200.0,1583.0,7
Cologne,123.4,4,23,1,0,0,0,8.45,3.38,4091.63,504800.0,1803.0,1
Stuttgart,95.4,3,48,1,0,0,0,10.7,7.53,5515.51,526100.0,1879.0,7
Frankfurt,73.8,2,17,1,1,0,0,0.5,2.93,8554.52,631300.0,2255.0,3
Frankfurt,70.4,2,6,10,0,0,1,7.92,8.04,7659.15,539400.0,1926.0,3
Berlin,66.1,2,3,0,1,0,0,7.1,2.33,5092.57,336500.0,1202.0,0
Munich,104.5,3,68,10,0,0,1,6.16,5.26,8579.77,896700.0,3203.0,6
Frankfurt,59.3,2,59,0,0,0,0,12.33,8.12,6450.36,382600.0,1366.0,3
Berlin,76.1,3,54,6,1,0,1,6.49,3.52,5059.24,385200.0,1376.0,0
Munich,76.3,3,15,11,0,0,1,15.56,8.53,9656.61,736600.0,2631.0,6
Hamburg,62.5,2,28,4,1,0,1,2.12,6.8,8710.7,544000.0,1943.0,4
Cologne,40.7,1,22,10,0,0,1,13.12,4.58,4337.19,176500.0,630.0,1
Leipzig,83.1,3,13,2,0,1,0,1.58,4.81,5299.33,440200.0,1572.0,5
Düsseldorf,73.5,2,78,0,0,1,0,13.42,9.33,6015.33,442000.0,1578.0,2
Hamburg,87.5,3,48,10,1,1,1,22.57,2.96,6054.75,529800.0,1892.0,4
Frankfurt,61.7,2,32,9,1,0,1,3.27,7.24,8925.15,550300.0,1965.0,3
Hamburg,105.5,4,24,5,1,0,1,6.04,7.37,7757.89,818600.0,2924.0,4
Stuttgart,53.1,2,20,10,0,0,1,8.59,9.3,6522.85,346200.0,1237.0,7
Berlin,117.8,4,16,0,0,0,0,0.66,7.42,6272.22,738900.0,2639.0,0
Frankfurt,31.3,1,22,8,0,1,1,5.45,6.26,7364.2,230600.0,823.0,3
Stuttgart,85.9,3,56,1,1,0,0,3.58,9.12,6667.35,572500.0,2045.0,7
Frankfurt,86.9,3,57,0,0,0,0,16.47,8.46,5309.14,461300.0,1647.0,3
Hamburg,55.1,2,13,11,0,0,1,16.74,7.45,7850.93,432700.0,1545.0,4
Hamburg,85.6,3,19,6,0,0,1,9.65,1.29,6570.67,562500.0,2009.0,4
Berlin,107.0,4,29,5,1,1,1,8.53,4.36,6221.65,665600.0,2377.0,0
Munich,25.0,1,18,5,1,0,1,10.58,6.69,10715.06,267900.0,957.0,6
Munich,87.6,3,52,4,0,1,1,3.65,5.7,11318.9,991200.0,3540.0,6
Berlin,25.0,1,55,10,0,0,1,4.15,3.87,5668.97,141700.0,506.0,0
Berlin,50.9,2,76,3,1,1,0,6.45,2.3,5297.8,269400.0,962.0,0
Stuttgart,115.7,4,22,10,0,0,1,22.25,5.98,5171.94,598500.0,2138.0,7
Munich,60.5,2,61,3,1,1,0,10.3,3.57,8801.73,532100.0,1900.0,6
Frankfurt,45.7,2,32,2,0,0,0,6.41,3.1,5087.02,232200.0,829.0,3
Munich,70.1,2,17,9,1,1,1,11.77,4.59,10425.14,730300.0,2608.0,6
Leipzig,126.7,4,72,7,1,0,1,3.71,8.07,3800.56,481500.0,1720.0,5
Munich,29.2,1,32,6,1,0,1,10.49,5.39,10287.83,300500.0,1073.0,6
Frankfurt,48.7,2,31,8,1,1,1,4.23,2.95,7591.73,369800.0,1321.0,3
Düsseldorf,112.4,4,60,0,1,1,0,2.62,2.05,5881.28,661300.0,2362.0,2
Stuttgart,121.4,4,53,6,0,0,1,7.53,5.49,6319.99,767500.0,2741.0,7
Berlin,72.4,2,16,9,1,1,1,9.29,8.15,6637.59,480700.0,1717.0,0
Stuttgart,44.0,1,18,3,1,0,0,4.92,6.88,6522.98,287200.0,1026.0,7
Frankfurt,127.4,4,69,6,1,1,1,6.67,3.09,6844.15,871900.0,3114.0,3
Frankfurt,114.9,4,33,11,1,1,1,9.48,4.93,8013.05,920400.0,3287.0,3
Berlin,92.0,3,24,0,1,0,0,11.68,8.7,5238.58,481800.0,1721.0,0
Berlin,54.7,2,67,4,1,1,1,18.07,2.6,3692.36,201900.0,721.0,0
Cologne,73.8,2,73,2,0,1,0,3.5,5.79,4305.06,317600.0,1134.0,1
Frankfurt,71.0,2,73,4,1,0,1,24.21,4.21,5421.76,384900.0,1375.0,3
Frankfurt,83.3,3,10,3,0,1,0,8.11,2.12,7578.97,631100.0,2254.0,3
Cologne,111.3,4,15,1,1,0,0,12.4,1.45,4818.39,536200.0,1915.0,1
Cologne,97.0,3,60,10,1,1,1,9.63,6.0,6349.76,615800.0,2199.0,1
Berlin,48.1,2,79,3,1,1,0,1.84,1.19,4457.02,214200.0,765.0,0
Hamburg,109.4,4,6,2,0,0,0,0.59,1.93,8037.91,879400.0,3141.0,4
Berlin,82.8,3,15,0,0,1,0,10.37,4.13,4405.98,364900.0,1303.0,0
Cologne,92.2,3,15,11,0,0,1,5.72,1.39,5833.66,537700.0,1920.0,1
Hamburg,111.7,4,39,9,1,0,1,9.69,4.6,7487.45,836100.0,2986.0,4
Leipzig,47.2,2,11,7,0,0,1,5.18,2.17,4579.81,216200.0,772.0,5
Berlin,74.1,2,34,4,1,0,1,2.99,4.15,6134.78,454600.0,1624.0,0
Berlin,61.7,2,20,3,1,1,0,2.68,8.12,6234.17,384700.0,1374.0,0
Munich,35.8,1,49,9,0,0,1,10.49,6.64,8734.45,312700.0,1117.0,6
